0,0.014238,0.093959,0.1546,0.21934,0.37457,0.42453,0.50704,0.63148,0.74404,0.75833,0.78088,0.87324,0.90901,0.93431,0.95645,0.99476,1.0029,0.013821,0.0091318,0.0086913,0.010623,0.098306,0.10734,0.10923,0.38688,0.40138,0.4388,0.46188,0.47469,0.4899,0.49413,0.4955
0,0.014241,0.090749,0.14749,0.20881,0.35459,0.39783,0.47413,0.58453,0.67991,0.69287,0.716,0.81949,0.86387,0.89252,0.91229,0.94705,0.95081,0.014673,0.017748,0.018215,0.019574,0.09528,0.10379,0.10566,0.36594,0.37869,0.41558,0.44527,0.45818,0.4778,0.47972,0.48108
0,0.013661,0.088857,0.14531,0.20811,0.35579,0.39428,0.46994,0.59588,0.7146,0.72971,0.75456,0.87381,0.91925,0.94527,0.96549,0.99683,1.0016,0.01363,0.015504,0.014306,0.015596,0.093333,0.098605,0.098879,0.37069,0.39045,0.44909,0.49385,0.51199,0.53686,0.53983,0.54156
0,0.010183,0.063041,0.099538,0.13836,0.22237,0.24219,0.30001,0.39053,0.47345,0.48671,0.51013,0.60668,0.64782,0.68064,0.71217,0.75967,0.76893,0.010513,0.0063754,0.004583,0.0032524,0.067758,0.078542,0.084562,0.22906,0.23803,0.26452,0.27972,0.29145,0.3076,0.31077,0.31156
0,0.011626,0.069018,0.11593,0.16718,0.2879,0.30761,0.37854,0.48872,0.58848,0.60519,0.63521,0.74679,0.79789,0.83114,0.86233,0.88105,0.88818,0.013558,0.030265,0.031979,0.032646,0.067857,0.06357,0.062956,0.30191,0.32024,0.37865,0.42091,0.44641,0.48157,0.48786,0.48854
0,0.012102,0.070689,0.11317,0.16089,0.27521,0.30498,0.36755,0.46901,0.56253,0.57516,0.59342,0.68493,0.72179,0.74716,0.77055,0.81083,0.81668,0.013895,0.029709,0.032519,0.035447,0.07536,0.083296,0.088101,0.28592,0.29854,0.34126,0.36708,0.38402,0.4103,0.41747,0.41854
0,0.0122,0.07658,0.12253,0.17193,0.29122,0.3084,0.35722,0.42648,0.50081,0.51245,0.53188,0.59547,0.61565,0.6282,0.64158,0.6583,0.65924,0.012845,0.015463,0.016791,0.017859,0.082648,0.090563,0.095675,0.30558,0.32482,0.39103,0.44089,0.46491,0.50676,0.51589,0.52324
0,0.012807,0.080165,0.12957,0.18461,0.31395,0.33972,0.41116,0.5263,0.63237,0.64868,0.67426,0.7715,0.81148,0.83786,0.85827,0.8761,0.8831,0.012829,0.013816,0.011864,0.011842,0.085276,0.088615,0.091707,0.32639,0.34097,0.39555,0.42796,0.44437,0.47798,0.48607,0.49153
0,0.013346,0.087724,0.14786,0.2123,0.36875,0.40573,0.48055,0.58965,0.69061,0.70366,0.72584,0.81987,0.86007,0.88901,0.91706,0.96694,0.97913,0.012181,-0.00026616,-0.0040382,-0.0058586,0.087613,0.0867,0.088669,0.38331,0.40144,0.46995,0.51247,0.53339,0.56936,0.57738,0.5798
0,0.0095643,0.057214,0.093817,0.13235,0.21442,0.21765,0.27597,0.36349,0.46015,0.4767,0.50338,0.61921,0.67048,0.70877,0.73819,0.77389,0.77957,0.011411,0.021755,0.023157,0.026864,0.057144,0.058025,0.05922,0.22462,0.23724,0.27608,0.30717,0.32134,0.34817,0.35152,0.35225
